Year,Month,Month_ID,Band_Number,Band_Name,Source_File,Minimum,Maximum,Mean,Valid_Pixels,Total_Pixels,NoData_Pixels
2019,7,2019_07,8,LST,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\LST\LST_Day_2019_7.tif,21.709999084472656,37.11000061035156,30.079248428344727,4122,8909,4787
2019,7,2019_07,9,NDVI,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\NDVI\NDVI_2019_7.tif,-0.188400000333786,0.916100025177002,0.4687900245189667,4441,8909,4468
2019,7,2019_07,10,PDIR,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\PDIR\2019_07.tif,383.04620361328125,701.0,485.9530944824219,4589,8909,4320
2019,7,2019_07,11,PERSIANN,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\PERSIANN\2019_07.tif,323.6600036621094,457.6099853515625,395.7433166503906,3576,8909,5333
2019,7,2019_07,12,Distance_Sea_meter,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\static\Distance_Sea_meter.tif,0.0,77480.6640625,24497.150390625,4837,8909,4072
2019,7,2019_07,13,Land_Aspect_Degree_30m,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\static\Land_Aspect_Degree_30m.tif,0.0,174.62100219726562,115.75617980957031,4837,8909,4072
2019,7,2019_07,14,Land_Khulna_SRTM_DEM,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\static\Land_Khulna_SRTM_DEM.tif,0.0,14.246426582336426,4.841400623321533,4837,8909,4072
2019,7,2019_07,15,Land_Slope_Degree_30m,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\static\Land_Slope_Degree_30m.tif,0.0,3.7204315662384033,1.5288087129592896,4827,8909,4082
2019,8,2019_08,1,CCS,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\CCS\2019_08.tif,207.0,405.9403991699219,290.4091491699219,4589,8909,4320
2019,8,2019_08,2,CDR,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\CDR\2019_08.tif,304.240966796875,395.6412658691406,341.1973876953125,3576,8909,5333
2019,8,2019_08,3,CHIRPS,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\CHIRPS\2019_08.tif,246.96682739257812,371.5616149902344,317.1482849121094,4732,8909,4177
2019,8,2019_08,4,ERA5,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\ERA5\2019_08.tif,279.0025939941406,392.212890625,329.0986633300781,4833,8909,4076
2019,8,2019_08,5,GSMaP_Gauge,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\GSMaP_Gauge\2019_08.tif,557.2218017578125,1115.6136474609375,763.3047485351562,4837,8909,4072
2019,8,2019_08,6,GSMaP_MVK,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\GSMaP_MVK\2019_08.tif,167.4718017578125,205.23475646972656,182.18536376953125,438,8909,8471
2019,8,2019_08,7,IMERG,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\IMERG\2019_08.tif,0.42698776721954346,0.6091290712356567,0.5371652841567993,4837,8909,4072
